Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Hour(Order_time),Hour(Delivery_time),Order_month,Delivery_month,Price (INR),Total Revenue,Diff_order_delivery,Day_name(order_date),Day_name(delivery_date)
598,C054,37,3,45241,0.119016204,45248,0.912118056,Ratlam,Diwali,2,21,November,November,1428,4284,7,Saturday,Saturday
602,C042,43,5,45232,0.428761574,45241,0.251388889,Buxar,Diwali,10,6,November,November,750,3750,9,Thursday,Saturday
613,C063,4,5,45240,0.746226852,45244,0.804479167,Gwalior,Diwali,17,19,November,November,1199,5995,4,Friday,Tuesday
616,C006,44,5,45238,0.998576389,45242,0.806238426,Phagwara,Diwali,23,19,November,November,794,3970,4,Wednesday,Sunday
618,C073,60,4,45235,0.67306713,45245,0.723333333,Lucknow,Diwali,16,17,November,November,827,3308,10,Sunday,Wednesday
622,C084,4,4,45238,0.592731481,45239,0.66599537,Bhiwandi,Diwali,14,15,November,November,1199,4796,1,Wednesday,Thursday
623,C045,37,2,45238,0.567939815,45248,0.601145833,Lucknow,Diwali,13,14,November,November,1428,2856,10,Wednesday,Saturday
642,C021,44,5,45232,0.226435185,45237,0.020729167,Kozhikode,Diwali,5,0,November,November,794,3970,5,Thursday,Tuesday
648,C040,41,3,45235,0.796018519,45239,0.350694444,Chittoor,Diwali,19,8,November,November,1977,5931,4,Sunday,Thursday
649,C053,43,3,45232,0.128946759,45241,0.371701389,Naihati,Diwali,3,8,November,November,750,2250,9,Thursday,Saturday
667,C052,44,3,45234,0.352060185,45237,0.43818287,Alwar,Diwali,8,10,November,November,794,2382,3,Saturday,Tuesday
672,C049,44,5,45237,0.587673611,45239,0.282372685,Saharanpur,Diwali,14,6,November,November,794,3970,2,Tuesday,Thursday
677,C045,37,5,45234,0.329178241,45244,0.230960648,Panihati,Diwali,7,5,November,November,1428,7140,10,Saturday,Tuesday
690,C083,48,2,45232,0.88431713,45235,0.897777778,Jaunpur,Diwali,21,21,November,November,433,866,3,Thursday,Sunday
691,C002,48,5,45236,0.224108796,45240,0.464189815,Naihati,Diwali,5,11,November,November,433,2165,4,Monday,Friday
693,C041,4,5,45234,0.992303241,45237,0.230173611,Ghaziabad,Diwali,23,5,November,November,1199,5995,3,Saturday,Tuesday
701,C080,41,5,45237,0.456643519,45241,0.205856481,Tezpur,Diwali,10,4,November,November,1977,9885,4,Tuesday,Saturday
702,C067,60,1,45240,0.364166667,45248,0.268171296,Giridih,Diwali,8,6,November,November,827,827,8,Friday,Saturday
713,C081,37,3,45238,0.97525463,45245,0.952326389,Tiruppur,Diwali,23,22,November,November,1428,4284,7,Wednesday,Wednesday
743,C045,4,2,45239,0.56119213,45243,0.053055556,Tiruppur,Diwali,13,1,November,November,1199,2398,4,Thursday,Monday
745,C052,44,1,45237,0.383634259,45239,0.02087963,Kolkata,Diwali,9,0,November,November,794,794,2,Tuesday,Thursday
753,C045,60,1,45236,0.288634259,45242,0.200706019,Tinsukia,Diwali,6,4,November,November,827,827,6,Monday,Sunday
759,C084,48,5,45232,0.25849537,45241,0.254814815,Bathinda,Diwali,6,6,November,November,433,2165,9,Thursday,Saturday
765,C055,41,2,45233,0.109490741,45236,0.161423611,Ambala,Diwali,2,3,November,November,1977,3954,3,Friday,Monday
776,C051,43,1,45239,0.311736111,45242,0.90212963,Alwar,Diwali,7,21,November,November,750,750,3,Thursday,Sunday
792,C015,43,2,45239,0.292314815,45240,0.218194444,Munger,Diwali,7,5,November,November,750,1500,1,Thursday,Friday
822,C075,41,5,45239,0.141041667,45242,0.177280093,Indore,Diwali,3,4,November,November,1977,9885,3,Thursday,Sunday
834,C029,60,5,45233,0.774537037,45242,0.584594907,Thrissur,Diwali,18,14,November,November,827,4135,9,Friday,Sunday
836,C020,44,5,45238,0.108391204,45241,0.132951389,Tumkur,Diwali,2,3,November,November,794,3970,3,Wednesday,Saturday
847,C009,44,4,45237,0.757141204,45242,0.431666667,Bareilly,Diwali,18,10,November,November,794,3176,5,Tuesday,Sunday
852,C035,44,2,45241,0.40400463,45244,0.594097222,Ozhukarai,Diwali,9,14,November,November,794,1588,3,Saturday,Tuesday
858,C046,44,4,45238,0.077638889,45239,0.667638889,Saharanpur,Diwali,1,16,November,November,794,3176,1,Wednesday,Thursday
859,C047,43,1,45240,0.296076389,45245,0.073923611,Varanasi,Diwali,7,1,November,November,750,750,5,Friday,Wednesday
867,C014,48,1,45232,0.515347222,45234,0.21443287,Hajipur,Diwali,12,5,November,November,433,433,2,Thursday,Saturday
870,C018,43,5,45235,0.634560185,45237,0.284479167,Pallavaram,Diwali,15,6,November,November,750,3750,2,Sunday,Tuesday
876,C016,4,4,45236,0.401805556,45244,0.866481481,Jaunpur,Diwali,9,20,November,November,1199,4796,8,Monday,Tuesday
878,C057,4,2,45240,0.692349537,45249,0.698310185,Singrauli,Diwali,16,16,November,November,1199,2398,9,Friday,Sunday
927,C100,43,4,45233,0.2765625,45241,0.208530093,Gopalpur,Diwali,6,5,November,November,750,3000,8,Friday,Saturday
936,C045,43,4,45232,0.893414352,45238,0.41912037,Bardhaman,Diwali,21,10,November,November,750,3000,6,Thursday,Wednesday
954,C063,44,3,45232,0.167858796,45233,0.764594907,Ballia,Diwali,4,18,November,November,794,2382,1,Thursday,Friday
960,C032,48,3,45235,0.226261574,45238,0.414085648,Nadiad,Diwali,5,9,November,November,433,1299,3,Sunday,Wednesday
988,C020,4,3,45240,0.407835648,45245,0.437025463,Mau,Diwali,9,10,November,November,1199,3597,5,Friday,Wednesday
992,C091,43,3,45232,0.58962963,45233,0.814340278,Chittoor,Diwali,14,19,November,November,750,2250,1,Thursday,Friday
998,C046,44,1,45236,0.678599537,45244,0.189872685,Ballia,Diwali,16,4,November,November,794,794,8,Monday,Tuesday
48,C031,65,4,45242,0.833680556,45246,0.230347222,Delhi,All Occasions,20,5,November,November,1895,7580,4,Sunday,Thursday
99,C050,38,3,45234,0.583865741,45235,0.65599537,Burhanpur,Birthday,14,15,November,November,562,1686,1,Saturday,Sunday
113,C032,1,3,45244,0.646180556,45253,0.185266204,Bulandshahr,All Occasions,15,4,November,November,1935,5805,9,Tuesday,Thursday
154,C049,45,5,45251,0.968263889,45255,0.086793981,Indore,Birthday,23,2,November,November,722,3610,4,Tuesday,Saturday
178,C097,61,1,45244,0.961469907,45246,0.093321759,Bhilai,Anniversary,23,2,November,November,810,810,2,Tuesday,Thursday
189,C016,57,1,45249,0.723831019,45252,0.556875,Srikakulam,Birthday,17,13,November,November,1582,1582,3,Sunday,Wednesday
273,C047,10,2,45252,0.675405093,45254,0.078333333,Moradabad,Birthday,16,1,November,November,259,518,2,Wednesday,Friday
279,C067,23,4,45254,0.38525463,45256,0.744016204,Chinsurah,Anniversary,9,17,November,November,1098,4392,2,Friday,Sunday
283,C086,23,2,45253,0.119143519,45260,0.765046296,Erode,Anniversary,2,18,November,November,1098,2196,7,Thursday,Thursday
299,C091,8,5,45238,0.493993056,45247,0.5540625,Vellore,Anniversary,11,13,November,November,252,1260,9,Wednesday,Friday
303,C051,14,1,45250,0.279826389,45259,0.29724537,Narasaraopet,Birthday,6,7,November,November,1915,1915,9,Monday,Wednesday
335,C013,17,2,45236,0.089988426,45238,0.099583333,Sri Ganganagar,Anniversary,2,2,November,November,1899,3798,2,Monday,Wednesday
342,C062,36,5,45233,0.169247685,45238,0.684907407,Salem,Birthday,4,16,November,November,203,1015,5,Friday,Wednesday
372,C006,25,3,45238,0.794733796,45248,0.769976852,Kamarhati,Anniversary,19,18,November,November,1202,3606,10,Wednesday,Saturday
388,C066,36,2,45240,0.010532407,45248,0.442430556,Jalna,Birthday,0,10,November,November,203,406,8,Friday,Saturday
393,C087,17,5,45244,0.459236111,45252,0.674143519,Solapur,Anniversary,11,16,November,November,1899,9495,8,Tuesday,Wednesday
434,C020,51,4,45258,0.307708333,45259,0.821898148,Kirari Suleman Nagar,All Occasions,7,19,November,November,1084,4336,1,Tuesday,Wednesday
541,C007,24,3,45243,0.243854167,45246,0.955949074,Sasaram,Birthday,5,22,November,November,535,1605,3,Monday,Thursday
595,C022,51,4,45238,0.575914352,45245,0.17119213,Dhanbad,All Occasions,13,4,November,November,1084,4336,7,Wednesday,Wednesday
635,C095,67,1,45242,0.775821759,45252,0.308009259,Navi Mumbai,Anniversary,18,7,November,November,1374,1374,10,Sunday,Wednesday
655,C015,17,1,45238,0.888240741,45247,0.790011574,Jalna,Anniversary,21,18,November,November,1899,1899,9,Wednesday,Friday
727,C061,12,5,45248,0.067395833,45252,0.682314815,Anand,Anniversary,1,16,November,November,672,3360,4,Saturday,Wednesday
740,C004,56,4,45237,0.674976852,45242,0.422118056,Silchar,Anniversary,16,10,November,November,1272,5088,5,Tuesday,Sunday
754,C083,51,2,45231,0.861493056,45238,0.925844907,Pimpri-Chinchwad,All Occasions,20,22,November,November,1084,2168,7,Wednesday,Wednesday
768,C087,1,1,45241,0.776168981,45246,0.513680556,Howrah,All Occasions,18,12,November,November,1935,1935,5,Saturday,Thursday
839,C072,51,4,45232,0.16068287,45242,0.076284722,Udupi,All Occasions,3,1,November,November,1084,4336,10,Thursday,Sunday
909,C084,42,1,45234,0.322118056,45238,0.93431713,Hyderabad,All Occasions,7,22,November,November,1744,1744,4,Saturday,Wednesday
928,C012,23,3,45249,0.462777778,45257,0.427916667,Bihar Sharif,Anniversary,11,10,November,November,1098,3294,8,Sunday,Monday
933,C038,51,3,45244,0.51181713,45253,0.118078704,Muzaffarnagar,All Occasions,12,2,November,November,1084,3252,9,Tuesday,Thursday
944,C024,67,4,45247,0.857326389,45251,0.694907407,Amravati,Anniversary,20,16,November,November,1374,5496,4,Friday,Tuesday
951,C024,20,1,45253,0.648715278,45255,0.794143519,Bongaigaon,Anniversary,15,19,November,November,697,697,2,Thursday,Saturday
974,C014,17,4,45234,0.803460648,45237,0.674618056,Pallavaram,Anniversary,19,16,November,November,1899,7596,3,Saturday,Tuesday
986,C086,1,2,45233,0.695763889,45235,0.946851852,Bally,All Occasions,16,22,November,November,1935,3870,2,Friday,Sunday
98,C031,8,1,45229,0.643055556,45231,0.690601852,Bulandshahr,Anniversary,15,16,October,November,252,252,2,Monday,Wednesday
102,C081,10,3,45227,0.815439815,45236,0.296238426,Ozhukarai,Birthday,19,7,October,November,259,777,9,Saturday,Monday
491,C095,30,1,45223,0.260115741,45232,0.95787037,Muzaffarnagar,Anniversary,6,22,October,November,751,751,9,Tuesday,Thursday
577,C008,20,4,45227,0.619050926,45235,0.785243056,Hazaribagh,Anniversary,14,18,October,November,697,2788,8,Saturday,Sunday
799,C084,32,5,45221,0.076493056,45231,0.848912037,Patna,Birthday,1,20,October,November,1792,8960,10,Sunday,Wednesday
828,C044,8,3,45223,0.69931713,45231,0.929837963,Gwalior,Anniversary,16,22,October,November,252,756,8,Tuesday,Wednesday
932,C038,63,2,45228,0.689236111,45232,0.928599537,Durgapur,All Occasions,16,22,October,November,1348,2696,4,Sunday,Thursday
60,C023,5,2,45273,0.282465278,45275,0.544398148,Darbhanga,All Occasions,6,13,December,December,1444,2888,2,Wednesday,Friday
46,C059,22,4,45034,0.139710648,45039,0.335243056,Guna,All Occasions,3,8,April,April,1639,6556,5,Tuesday,Sunday
24,C018,42,3,45132,0.215763889,45141,0.331655093,Durg,All Occasions,5,7,July,August,1744,5232,9,Tuesday,Thursday
28,C088,42,3,45051,0.142650463,45056,0.329907407,Guwahati,All Occasions,3,7,May,May,1744,5232,5,Friday,Wednesday
63,C056,42,3,45102,0.265717593,45103,0.652824074,Munger,All Occasions,6,15,June,June,1744,5232,1,Sunday,Monday
59,C041,51,5,45103,0.1640625,45105,0.840324074,Thiruvananthapuram,All Occasions,3,20,June,June,1084,5420,2,Monday,Wednesday
74,C024,31,3,44927,0.871782407,44933,0.376423611,Shivpuri,All Occasions,20,9,January,January,1804,5412,6,Sunday,Saturday
75,C009,65,2,45022,0.465555556,45025,0.958726852,Bally,All Occasions,11,23,April,April,1895,3790,3,Thursday,Sunday
80,C008,39,4,44928,0.463217593,44937,0.087384259,Salem,All Occasions,11,2,January,January,387,1548,9,Monday,Wednesday
86,C046,39,4,45182,0.477650463,45191,0.589930556,Sirsa,All Occasions,11,14,September,September,387,1548,9,Wednesday,Friday
100,C055,42,5,45055,0.243136574,45063,0.229467593,Bhiwani,All Occasions,5,5,May,May,1744,8720,8,Tuesday,Wednesday
104,C082,51,3,45289,0.073252315,45296,0.010740741,Ahmednagar,All Occasions,1,0,December,January,1084,3252,7,Friday,Friday
144,C090,51,5,44944,0.375729167,44949,0.141145833,Srinagar,All Occasions,9,3,January,January,1084,5420,5,Wednesday,Monday
149,C008,5,3,45205,0.974409722,45208,0.839722222,Mangalore,All Occasions,23,20,October,October,1444,4332,3,Friday,Monday
175,C042,31,1,45212,0.054016204,45219,0.307546296,Navi Mumbai,All Occasions,1,7,October,October,1804,1804,7,Friday,Friday
188,C067,22,5,45187,0.0684375,45194,0.584861111,Serampore,All Occasions,1,14,September,September,1639,8195,7,Monday,Monday
211,C043,31,5,45221,0.760405093,45228,0.736145833,Orai,All Occasions,18,17,October,October,1804,9020,7,Sunday,Sunday
218,C061,31,4,45090,0.954988426,45093,0.129178241,Gurgaon,All Occasions,22,3,June,June,1804,7216,3,Tuesday,Friday
234,C097,42,1,45009,0.887638889,45017,0.025613426,Khandwa,All Occasions,21,0,March,April,1744,1744,8,Friday,Saturday
254,C093,1,5,45114,0.006759259,45122,0.227650463,Bhilai,All Occasions,0,5,July,July,1935,9675,8,Friday,Saturday
278,C044,1,2,45097,0.981851852,45101,0.238009259,Ballia,All Occasions,23,5,June,June,1935,3870,4,Tuesday,Saturday
293,C003,1,4,45173,0.169293981,45178,0.757361111,Tezpur,All Occasions,4,18,September,September,1935,7740,5,Monday,Saturday
311,C051,39,2,45171,0.393599537,45181,0.744247685,Mehsana,All Occasions,9,17,September,September,387,774,10,Saturday,Tuesday
327,C048,51,1,45193,0.395196759,45195,0.839641204,Muzaffarnagar,All Occasions,9,20,September,September,1084,1084,2,Sunday,Tuesday
351,C099,1,1,44942,0.632719907,44951,0.937488426,Bhilai,All Occasions,15,22,January,January,1935,1935,9,Monday,Wednesday
373,C026,65,2,45084,0.867488426,45087,0.99837963,North Dumdum,All Occasions,20,23,June,June,1895,3790,3,Wednesday,Saturday
386,C091,5,4,45081,0.533159722,45091,0.899085648,Jalandhar,All Occasions,12,21,June,June,1444,5776,10,Sunday,Wednesday
387,C061,1,2,45046,0.235011574,45055,0.094421296,Ahmedabad,All Occasions,5,2,April,May,1935,3870,9,Sunday,Tuesday
391,C083,22,4,45289,0.572291667,45298,0.540752315,Bareilly,All Occasions,13,12,December,January,1639,6556,9,Friday,Sunday
431,C057,1,4,45273,0.80119213,45279,0.876666667,Varanasi,All Occasions,19,21,December,December,1935,7740,6,Wednesday,Tuesday
450,C096,39,5,45262,0.332002315,45272,0.423587963,Sri Ganganagar,All Occasions,7,10,December,December,387,1935,10,Saturday,Tuesday
455,C072,1,2,45219,0.940162037,45224,0.753009259,Eluru,All Occasions,22,18,October,October,1935,3870,5,Friday,Wednesday
457,C036,22,5,45073,0.5803125,45075,0.693344907,Mirzapur,All Occasions,13,16,May,May,1639,8195,2,Saturday,Monday
468,C007,5,2,45132,0.331550926,45142,0.058877315,Rajahmundry,All Occasions,7,1,July,August,1444,2888,10,Tuesday,Friday
469,C051,42,4,45275,0.295833333,45279,0.539456019,Kamarhati,All Occasions,7,12,December,December,1744,6976,4,Friday,Tuesday
473,C061,22,3,45013,0.343020833,45020,0.655763889,Giridih,All Occasions,8,15,March,April,1639,4917,7,Tuesday,Tuesday
484,C034,1,5,45072,0.794386574,45080,0.814085648,Morena,All Occasions,19,19,May,June,1935,9675,8,Friday,Saturday
487,C053,51,1,44931,0.699270833,44935,0.186319444,Sasaram,All Occasions,16,4,January,January,1084,1084,4,Thursday,Monday
502,C099,22,5,45101,0.231481481,45107,0.038703704,Munger,All Occasions,5,0,June,June,1639,8195,6,Saturday,Friday
513,C088,1,4,45012,0.414953704,45018,0.581030093,Nandyal,All Occasions,9,13,March,April,1935,7740,6,Monday,Sunday
516,C020,22,2,45112,0.870092593,45113,0.046064815,Gaya,All Occasions,20,1,July,July,1639,3278,1,Wednesday,Thursday
534,C061,31,2,45257,0.152962963,45264,0.474039352,Naihati,All Occasions,3,11,November,December,1804,3608,7,Monday,Monday
537,C064,42,3,45216,0.263472222,45224,0.131342593,Korba,All Occasions,6,3,October,October,1744,5232,8,Tuesday,Wednesday
540,C082,22,4,45175,0.79693287,45178,0.059722222,Morbi,All Occasions,19,1,September,September,1639,6556,3,Wednesday,Saturday
552,C064,31,3,45056,0.791331019,45057,0.714664352,Tezpur,All Occasions,18,17,May,May,1804,5412,1,Wednesday,Thursday
566,C054,42,4,45058,0.533368056,45060,0.858703704,Patna,All Occasions,12,20,May,May,1744,6976,2,Friday,Sunday
585,C013,63,5,45042,0.772696759,45047,0.077847222,Bhubaneswar,All Occasions,18,1,April,May,1348,6740,5,Wednesday,Monday
591,C002,31,3,45113,0.538888889,45121,0.000590278,Surat,All Occasions,12,0,July,July,1804,5412,8,Thursday,Friday
610,C068,5,3,44929,0.726168981,44931,0.008055556,Sirsa,All Occasions,17,0,January,January,1444,4332,2,Tuesday,Thursday
632,C075,51,1,45118,0.940983796,45119,0.481134259,Adoni,All Occasions,22,11,July,July,1084,1084,1,Tuesday,Wednesday
638,C060,39,1,45039,0.092743056,45043,0.118981481,Mira-Bhayandar,All Occasions,2,2,April,April,387,387,4,Sunday,Thursday
661,C018,22,2,44940,0.9940625,44945,0.41025463,Guwahati,All Occasions,23,9,January,January,1639,3278,5,Saturday,Thursday
671,C059,31,4,45263,0.287708333,45267,0.969664352,Karnal,All Occasions,6,23,December,December,1804,7216,4,Sunday,Thursday
678,C020,31,5,45179,0.599988426,45189,0.425775463,Jalna,All Occasions,14,10,September,September,1804,9020,10,Sunday,Wednesday
685,C054,22,1,45170,0.878240741,45180,0.3546875,Sikar,All Occasions,21,8,September,September,1639,1639,10,Friday,Monday
699,C011,1,4,45079,0.510231481,45086,0.964618056,Chittoor,All Occasions,12,23,June,June,1935,7740,7,Friday,Friday
712,C057,65,5,45118,0.541805556,45120,0.274270833,Hazaribagh,All Occasions,13,6,July,July,1895,9475,2,Tuesday,Thursday
714,C053,63,2,45078,0.811215278,45080,0.329178241,Dhule,All Occasions,19,7,June,June,1348,2696,2,Thursday,Saturday
720,C045,22,5,45275,0.612974537,45280,0.254953704,Vellore,All Occasions,14,6,December,December,1639,8195,5,Friday,Wednesday
724,C059,51,1,45024,0.959930556,45032,0.333553241,Pallavaram,All Occasions,23,8,April,April,1084,1084,8,Saturday,Sunday
732,C087,1,2,45215,0.699444444,45220,0.7890625,Bongaigaon,All Occasions,16,18,October,October,1935,3870,5,Monday,Saturday
756,C034,51,4,45136,0.767673611,45141,0.413912037,Buxar,All Occasions,18,9,July,August,1084,4336,5,Saturday,Thursday
766,C077,1,4,45109,0.686724537,45114,0.013703704,Hospet,All Occasions,16,0,July,July,1935,7740,5,Sunday,Friday
773,C031,39,4,44933,0.09125,44939,0.991597222,Karaikudi,All Occasions,2,23,January,January,387,1548,6,Saturday,Friday
774,C051,65,5,45094,0.8946875,45104,0.125925926,Begusarai,All Occasions,21,3,June,June,1895,9475,10,Saturday,Tuesday
782,C087,22,4,45034,0.237037037,45042,0.809363426,Shimoga,All Occasions,5,19,April,April,1639,6556,8,Tuesday,Wednesday
791,C093,51,2,45052,0.1040625,45055,0.287361111,Bhubaneswar,All Occasions,2,6,May,May,1084,2168,3,Saturday,Tuesday
829,C020,42,4,45279,0.774780093,45286,0.429212963,Visakhapatnam,All Occasions,18,10,December,December,1744,6976,7,Tuesday,Tuesday
844,C067,51,1,45208,0.800636574,45209,0.408645833,Satara,All Occasions,19,9,October,October,1084,1084,1,Monday,Tuesday
853,C050,51,3,45186,0.885335648,45192,0.602407407,Jorhat,All Occasions,21,14,September,September,1084,3252,6,Sunday,Saturday
885,C084,42,2,45216,0.828449074,45220,0.782060185,Pudukkottai,All Occasions,19,18,October,October,1744,3488,4,Tuesday,Saturday
887,C091,51,3,45106,0.72255787,45107,0.413773148,Visakhapatnam,All Occasions,17,9,June,June,1084,3252,1,Thursday,Friday
893,C010,63,3,45013,0.653263889,45023,0.617627315,Sangli-Miraj & Kupwad,All Occasions,15,14,March,April,1348,4044,10,Tuesday,Friday
899,C011,63,1,45277,0.895775463,45284,0.011585648,Bijapur,All Occasions,21,0,December,December,1348,1348,7,Sunday,Sunday
903,C066,63,2,45184,0.737766204,45191,0.811550926,Bhusawal,All Occasions,17,19,September,September,1348,2696,7,Friday,Friday
911,C071,22,4,44949,0.221435185,44954,0.06619213,Nangloi Jat,All Occasions,5,1,January,January,1639,6556,5,Monday,Saturday
925,C012,31,1,44934,0.038784722,44938,0.277164352,Pallavaram,All Occasions,0,6,January,January,1804,1804,4,Sunday,Thursday
942,C024,51,1,45283,0.208136574,45286,0.664143519,Surat,All Occasions,4,15,December,December,1084,1084,3,Saturday,Tuesday
950,C014,39,3,45215,0.813194444,45217,0.881481481,Tiruchirappalli,All Occasions,19,21,October,October,387,1161,2,Monday,Wednesday
985,C070,31,4,45204,0.477314815,45212,0.703877315,Ludhiana,All Occasions,11,16,October,October,1804,7216,8,Thursday,Friday
987,C018,65,3,45280,0.384224537,45285,0.173715278,Bulandshahr,All Occasions,9,4,December,December,1895,5685,5,Wednesday,Monday
990,C021,42,2,45264,0.930555556,45268,0.998553241,Amritsar,All Occasions,22,23,December,December,1744,3488,4,Monday,Friday
4,C012,14,5,45117,0.19755787,45126,0.27318287,Guwahati,Birthday,4,6,July,July,1915,9575,9,Monday,Wednesday
44,C006,14,1,45124,0.915231481,45134,0.450104167,Bhavnagar,Birthday,21,10,July,July,1915,1915,10,Monday,Thursday
7,C009,45,2,45054,0.07306713,45059,0.421724537,Nanded,Birthday,1,10,May,May,722,1444,5,Monday,Saturday
29,C064,10,5,45191,0.046087963,45200,0.603657407,Kollam,Birthday,1,14,September,October,259,1295,9,Friday,Sunday
67,C047,10,2,45113,0.728020833,45121,0.882650463,Thrissur,Birthday,17,21,July,July,259,518,8,Thursday,Friday
12,C097,38,3,45119,0.353425926,45127,0.982604167,Karnal,Birthday,8,23,July,July,562,1686,8,Wednesday,Thursday
58,C077,36,1,44932,0.119097222,44941,0.351597222,Amravati,Birthday,2,8,January,January,203,203,9,Friday,Sunday
92,C100,18,5,45061,0.007847222,45071,0.470775463,Rohtak,Birthday,0,11,May,May,781,3905,10,Monday,Thursday
93,C047,24,4,45047,0.743738426,45049,0.774953704,Warangal,Birthday,17,18,May,May,535,2140,2,Monday,Wednesday
95,C039,70,4,45075,0.329641204,45080,0.303159722,Narasaraopet,Birthday,7,7,May,June,866,3464,5,Monday,Saturday
101,C064,70,4,45096,0.164490741,45098,0.262928241,Belgaum,Birthday,3,6,June,June,866,3464,2,Monday,Wednesday
115,C095,57,1,45044,0.757893519,45051,0.48369213,Jhansi,Birthday,18,11,April,May,1582,1582,7,Friday,Friday
122,C083,24,5,45202,0.378043981,45212,0.135578704,Gulbarga,Birthday,9,3,October,October,535,2675,10,Tuesday,Friday
123,C026,38,1,44941,0.021631944,44951,0.20744213,Malegaon,Birthday,0,4,January,January,562,562,10,Sunday,Wednesday
130,C070,10,5,45038,0.564363426,45043,0.917986111,Darbhanga,Birthday,13,22,April,April,259,1295,5,Saturday,Thursday
148,C046,24,3,45265,0.089675926,45267,0.373356481,Gopalpur,Birthday,2,8,December,December,535,1605,2,Tuesday,Thursday
160,C037,36,3,45079,0.020104167,45087,0.328460648,Moradabad,Birthday,0,7,June,June,203,609,8,Friday,Saturday
164,C063,14,5,45041,0.086134259,45043,0.492743056,Berhampore,Birthday,2,11,April,April,1915,9575,2,Tuesday,Thursday
185,C068,18,1,45053,0.299131944,45063,0.833831019,Raurkela Industrial Township,Birthday,7,20,May,May,781,781,10,Sunday,Wednesday
191,C012,24,3,45211,0.759097222,45216,0.368078704,Etawah,Birthday,18,8,October,October,535,1605,5,Thursday,Tuesday
202,C089,36,5,45134,0.342916667,45139,0.126400463,Bhimavaram,Birthday,8,3,July,August,203,1015,5,Thursday,Tuesday
204,C062,10,4,45110,0.449108796,45116,0.270173611,Jaipur,Birthday,10,6,July,July,259,1036,6,Monday,Sunday
208,C001,18,5,45018,0.188043981,45028,0.29625,Kulti,Birthday,4,7,April,April,781,3905,10,Sunday,Wednesday
209,C071,70,2,45099,0.030925926,45100,0.905925926,Hajipur,Birthday,0,21,June,June,866,1732,1,Thursday,Friday
210,C095,32,4,45270,0.032314815,45275,0.335127315,Aligarh,Birthday,0,8,December,December,1792,7168,5,Sunday,Friday
226,C064,14,2,45177,0.36724537,45181,0.472638889,Hospet,Birthday,8,11,September,September,1915,3830,4,Friday,Tuesday
227,C004,24,4,45285,0.785208333,45286,0.590092593,Surat,Birthday,18,14,December,December,535,2140,1,Monday,Tuesday
249,C003,14,2,45179,0.93212963,45188,0.970555556,Bareilly,Birthday,22,23,September,September,1915,3830,9,Sunday,Tuesday
255,C092,45,2,45287,0.154571759,45297,0.391134259,Suryapet,Birthday,3,9,December,January,722,1444,10,Wednesday,Saturday
266,C038,36,1,45058,0.574259259,45059,0.805659722,Sonipat,Birthday,13,19,May,May,203,203,1,Friday,Saturday
269,C024,36,1,45224,0.050138889,45225,0.748761574,Raebareli,Birthday,1,17,October,October,203,203,1,Wednesday,Thursday
271,C039,36,5,45100,0.769236111,45107,0.763946759,Patna,Birthday,18,18,June,June,203,1015,7,Friday,Friday
295,C079,18,1,45075,0.662604167,45079,0.421319444,Tadepalligudem,Birthday,15,10,May,June,781,781,4,Monday,Friday
296,C081,70,5,45017,0.496689815,45027,0.815115741,Tirunelveli,Birthday,11,19,April,April,866,4330,10,Saturday,Tuesday
337,C008,24,3,45062,0.598055556,45068,0.851539352,Siwan,Birthday,14,20,May,May,535,1605,6,Tuesday,Monday
340,C076,38,3,45121,0.328483796,45129,0.122233796,Davanagere,Birthday,7,2,July,July,562,1686,8,Friday,Saturday
345,C056,45,4,45184,0.653263889,45192,0.966331019,Bellary,Birthday,15,23,September,September,722,2888,8,Friday,Saturday
355,C099,10,1,45284,0.203287037,45293,0.401770833,Satara,Birthday,4,9,December,January,259,259,9,Sunday,Tuesday
356,C028,14,1,45115,0.028935185,45116,0.188680556,Panvel,Birthday,0,4,July,July,1915,1915,1,Saturday,Sunday
376,C097,10,2,45060,0.846203704,45065,0.991689815,Bulandshahr,Birthday,20,23,May,May,259,518,5,Sunday,Friday
382,C003,24,1,45080,0.418275463,45090,0.912361111,Kamarhati,Birthday,10,21,June,June,535,535,10,Saturday,Tuesday
400,C083,45,3,45053,0.58681713,45061,0.75755787,Kumbakonam,Birthday,14,18,May,May,722,2166,8,Sunday,Monday
403,C075,57,1,44932,0.489907407,44942,0.842662037,Chapra,Birthday,11,20,January,January,1582,1582,10,Friday,Monday
410,C025,24,1,44927,0.847789352,44928,0.247986111,Surendranagar Dudhrej,Birthday,20,5,January,January,535,535,1,Sunday,Monday
415,C065,14,4,45085,0.839236111,45087,0.056203704,Hajipur,Birthday,20,1,June,June,1915,7660,2,Thursday,Saturday
428,C038,10,2,45266,0.147662037,45272,0.817372685,Khora,Birthday,3,19,December,December,259,518,6,Wednesday,Tuesday
452,C045,70,3,45116,0.831585648,45124,0.487708333,Mahbubnagar,Birthday,19,11,July,July,866,2598,8,Sunday,Monday
458,C054,32,2,45126,0.723263889,45131,0.856064815,Ramgarh,Birthday,17,20,July,July,1792,3584,5,Wednesday,Monday
463,C078,18,3,45193,0.93318287,45199,0.036145833,Hazaribagh,Birthday,22,0,September,September,781,2343,6,Sunday,Saturday
